[19:18:42] [main/INFO]: ModLauncher running: args [--username, cliffpk, --version, modpack, --gameDir, C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack, --assetsDir, C:\Users\Carli\AppData\Roaming\.minecraft\assets, --assetIndex, 5, --uuid, 9c1fe7b90300413687cee10945d0cfc5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, release, --width, 1440, --height, 900, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, -XX:+UseG1GC, -XX:+ParallelRefProcEnabled, -XX:MaxGCPauseMillis=200, -XX:+UnlockExperimentalVMOptions, -XX:+DisableExplicitGC, -XX:+AlwaysPreTouch, -XX:G1NewSizePercent=30, -XX:G1MaxNewSizePercent=40, -XX:G1HeapRegionSize=8M, -XX:G1ReservePercent=20, -XX:G1HeapWastePercent=5, -XX:G1MixedGCCountTarget=4, -XX:InitiatingHeapOccupancyPercent=15, -XX:G1MixedGCLiveThresholdPercent=90, -XX:G1RSetUpdatingPauseTimePercent=5, -XX:SurvivorRatio=32, -XX:+PerfDisableSharedMem, -XX:MaxTenuringThreshold=1, -Dusing.aikars.flags=https://mcflags.emc.gs, -Daikars.new.flags=true]
[19:18:42] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[19:18:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[19:18:43] [main/INFO]: Trying GL version 4.6
[19:18:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[19:18:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Carli/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[19:18:44] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 556.12, NVIDIA Corporation
[19:18:44] [main/INFO]: Found mod file konkrete_forge_1.8.0_MC_1.20-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file kotlinforforge-4.10.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file kubejs-forge-2001.6.5-build.7.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file lanserverproperties-1.11.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file leawind_third_person-v2.0.8-beta.5-mc1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file letmedespawn-forge-1.20.x-1.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file libIPN-forge-1.20-4.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file libraryferret-forge-1.20.1-4.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file limitedchunks-1.20.1-4.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Log-Begone-Forge-1.20.1-1.0.8.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file looot-1.20.1-1.2.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file lootintegrations-1.20.1-3.7.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file lrarmor-1.20.1-0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file marbledsapi-1.20.1-1.0.7.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file marbledsarsenal-1.20.1-2.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file melody_forge_1.0.3_MC_1.20.1-1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file memorysettings-1.20.1-5.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MerchantMarkers-1.20.1-forge-1.3.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MobPlaques-v8.0.1-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file mobsunscreen-forge-1.20.1-3.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file modernfix-forge-5.17.0+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file moonlight-1.20-2.11.17-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MoreMobGriefingOptions-1.20.1-2.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file multimine-1.20.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MultiplayerServerPause-1.20.1-Forge-1.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file MutantMonsters-v8.0.7-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Mutants Buff 1.5.3 - 1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Nameless Trinkets-1.20.1-1.7.8.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Necronomicon-Forge-1.4.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file notenoughanimations-forge-1.7.3-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file notenoughcrashes-4.4.7+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file nyfsspiders-forge-1.20.1-2.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file observable-4.4.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file octolib-1.20.1-0.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file oculus-mc1.20.1-1.7.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file packetfixer-forge-1.4.2-1.19-to-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file ParCool-1.20.1-3.2.1.2-R.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Patchouli-1.20.1-84-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Paxi-1.20-Forge-4.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file PickUpNotifier-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Placebo-1.20.1-8.6.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file player-animation-lib-forge-1.0.2-rc1+1.20.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file PlayerMobs-1.20-4.0.0.33.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file polytone-1.20-1.18.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file PresenceFootsteps-1.20.1-1.9.1-beta.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Public GUI Announcement-neoforge-1.20.1-5.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file puffish_skills-0.12.2-1.20-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file PuzzlesLib-v8.1.18-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Quark-4.0-455.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file QuarkOddities-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Re_Ghouls 1.5.0_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file realmrpg_fallen_adventurers_1.0.3_forge_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file realmrpg_imps_and_demons_0.9.0_forge_1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file redstonepen-1.20.1-forge-1.3.20.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file repair_kits-2.0-forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file repurposed_structures-7.1.15+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file resourcefulconfig-forge-1.20.1-2.1.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file resourcefullib-forge-1.20.1-2.1.25.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file rhino-forge-2001.2.2-build.18.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file riskofrain_items-0.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file riskofrain_mobs-1.20.1-1.1.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file rubidium_extras-1.20.1_v1.4.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file screenshot-to-clipboard-1.0.9-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Searchables-forge-1.20.1-1.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Shut Up GL Error-forge-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file silent-lib-1.20.1-8.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file slotify-1.20-1.20.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file smoothchunk-1.20.1-3.6.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file sound-physics-remastered-forge-1.20.1-1.4.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file spark-1.10.53-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Special Drops 1.0.0 - 1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file spelunkers_charm-3.6.0-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file structureessentials-1.20.1-3.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file SuggestionProviderFix-1.20.1-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file supplementaries-1.20-2.8.10.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file TaxTreeGiant+M.1.20.1+ForM.1.1.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file tenshilib-1.20.1-1.7.6-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file TerraBlender-forge-1.20.1-3.0.1.6.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file TFTH 1.1b.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file torchmaster-20.1.6.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file torohealth-1.20-forge-4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Towns-and-Towers-1.12-Fabric+Forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Trajectory Preview-6.0.3-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file trashslot-forge-1.20-15.1.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file TravelersTitles-1.20-Forge-4.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file twilightforest-1.20.1-4.3.2145-universal.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Unhealthy-Dying-1.20-2.1.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file villagersrespawn-1.20-46.7.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file VTweaks-1.20.1-4.0.13.fix1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file waterframes-FORGE-mc1.20.1-v2.0.11a.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file watermedia-2.0.66.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file waystones-forge-1.20-14.1.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Wegotrunners0.6b1.20.1[CONFIG FILE UPDATE].jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Wesley's+Roguelike+Dungeons+1.20.1-2.3.2.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file wits-1.1.0+1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file woodenhopper-1.20.1-1.6.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file World Stripper-1.20-3.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file world_of_rot-0.1.3-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file worldgenrevisited-experimental-forge-1.20.1-0.4.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file XaeroPlus-2.14+forge-1.20.1-WM1.38.8-MM24.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file Xaeros_Minimap_24.2.0_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file XaerosWorldMap_1.38.8_Forge_1.20.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsApi-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterDesertTemples-1.20-Forge-3.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterDungeons-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterEndIsland-1.20-Forge-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterJungleTemples-1.20-Forge-2.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterMineshafts-1.20-Forge-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
[19:18:44] [main/INFO]: Found mod file YungsBetterStrongholds-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack\mods}
